dataId,No,formula,symbolSet,spaceGroup,spaceGroupNo,crystalSys,a,b,c,alpha,beta,gamma
9008731,3614,Ta4 C4,C Ta,Fm-3m,225,0,4.454,4.454,4.454,90,90,90
1514814,3615,Fe2 H36 C52,C Fe H,P-1,2,6,7.1257,9.7812,14.6087,74.587,81.231,70.49
2014094,3616,Li12.96 V24 O52,Li O V,C2/m,12,5,21.487,3.92,11.738,90,111.913,90
4030886,3617,Li16 Ge16,Ge Li,I4_1/a,88,1,9.764,9.764,5.784,90,90,90
1532432,3618,Y2.404 B56 C3.204,B C Y,C2/m,12,5,8.278,10.327,5.86,90,90.46,90
8104458,3619,Cs24 Ga8 As16,As Cs Ga,P2_1/c,14,5,11.3709,8.8574,19.4599,90,99.225,90
4515296,3620,Ba8 Al15.53 Ge30.47,Al Ba Ge,Pm-3n,223,0,10.819,10.819,10.819,90,90,90
9009502,3621,Cu4 Bi4 S8,Bi Cu S,Pnma,62,2,6.1413,3.9191,14.524,90,90,90
2310068,3622,Zn4.5 Ag4.5,Ag Zn,P-3,147,4,7.636,7.636,2.8197,90,90,120
7222556,3623,Er4 Te10 O26,Er O Te,P-1,2,6,6.9285,8.6173,10.5507,88.912,86.778,74.991
1544334,3624,Ti4 Zn8 O16,O Ti Zn,P4_322,95,1,5.9927,5.9927,8.4266,90,90,90
9008322,3625,Li2 Fe2 P2,Fe Li P,P4/nmm,129,1,3.691,3.691,6.023,90,90,90
1523967,3626,Nd2 O3,Nd O,P6_3/mmc,194,4,3.8316,3.8316,6.0028,90,90,120
1510817,3627,Sn5 B2 Rh6,B Rh Sn,P-62m,189,4,6.548,6.548,5.5732,90,90,120
1008035,3628,U2 Br6,Br U,P6_3/m,176,4,7.942,7.942,4.441,90,90,120
7222520,3629,Gd6.32 In1.68 Pt16,Gd In Pt,Fd-3m,227,0,7.6012,7.6012,7.6012,90,90,90
1528495,3630,Li6.4 Ru8 O24,Li O Ru,C2/c,15,5,4.9274,8.786,9.886,90,100.023,90
1539637,3631,Tb2 Ag2 Sn2,Ag Sn Tb,P6/mmm,191,4,4.688,4.688,7.368,90,90,120
2103020,3632,Dy18 Sb10 O10,Dy O Sb,P4/n,85,1,9.8389,9.8389,8.7986,90,90,90
1524632,3633,Y4 In4 Cu8,Cu In Y,Fm-3m,225,0,6.601,6.601,6.601,90,90,90
7209343,3634,In2 Ag2 Se4,Ag In Se,F-43m,216,0,5.82,5.82,5.82,90,90,90
9016433,3635,Mg15.36 Si8 O32,Mg O Si,Fd-3m,227,0,8.0889,8.0889,8.0889,90,90,90
7026262,3636,Sr8 Hg64,Hg Sr,Pnma,62,2,13.328,4.9128,26.446,90,90,90
7221340,3637,Ba4 Si8 Ni8,Ba Ni Si,Cmcm,63,2,6.5,5.35,11.33,90,90,90
2016138,3638,Ba2 B4 F16,B Ba F,C2/m,12,5,12.513,5.0135,4.7628,90,111.854,90
2003120,3639,K3 As3 F18,As F K,R-3,148,4,7.348,7.348,7.274,90,90,120
7222645,3640,Cs3.98 Nb24 Cl60,Cl Cs Nb,Pmma,51,2,17.8948,13.4397,9.2437,90,90,90
3500077,3641,Al8 P8 O48,Al O P,P2_1/c,14,5,9.627,9.587,9.569,90,103.6,90
1538876,3642,Pr12 Te16,Pr Te,I-43d,220,0,9.485,9.485,9.485,90,90,90
1533929,3643,Na4 Al4 H16,Al H Na,I4_1/a,88,1,4.83,4.83,10.56,90,90,90
1510664,3644,Er1 B2,B Er,P6/mmm,191,4,3.2609,3.2609,3.779,90,90,120
1524303,3645,Nb4 Ni4 P8,Nb Ni P,Pnma,62,2,5.415,3.348,12.162,90,90,90
7010617,3646,Ga4 P4 I32,Ga I P,Pna2_1,33,2,11.0101,10.4007,15.1835,90,90,90
4070824,3647,Ga2 H38 C24,C Ga H,P-1,2,6,6.628,7.069,12.689,87.743,89.449,82.605
1538359,3648,Ni9 Te3 O18,Ni O Te,R3,146,4,5.103,5.103,13.755,90,90,120
4345659,3649,La6 Hf2 Bi10,Bi Hf La,P6_3/mcm,193,4,9.75092,9.75092,6.50865,90,90,120
1511318,3650,U1 B0.8 Rh3,B Rh U,Pm-3m,221,0,4.138,4.138,4.138,90,90,90
8104404,3651,Rb24 Sn6 Sb36,Rb Sb Sn,P-3,147,4,14.92,14.92,14.426,90,90,120
2106181,3652,Al31.9996 V20.0004,Al V,I-43m,217,0,9.234,9.234,9.234,90,90,90
9008504,3653,Li2,Li,P6_3/mmc,194,4,3.111,3.111,5.093,90,90,120
4327787,3654,Tb48 S87.876,S Tb,C2,5,6,11.66,15.468,15.844,90,90,90.19
9007559,3655,Na6 N6 O18,N Na O,R-3c,167,4,5.082,5.082,17.31,90,90,120
1522222,3656,Lu1 Ni5,Lu Ni,P6/mmm,191,4,4.834,4.834,3.969,90,90,120
2105437,3657,La4 B16,B La,P4/mbm,127,1,7.324,7.324,4.181,90,90,90
1540371,3658,Pr8 S16,Pr S,Fd-3m,227,0,8.076,8.076,8.076,90,90,90
1510479,3659,Cr1.2 Au2.8,Au Cr,Fm-3m,225,0,4.03,4.03,4.03,90,90,90
2208746,3660,La4 B4 O12,B La O,Pnma,62,2,5.8744,5.1087,8.2581,90,90,90
2107222,3661,La20 Er18 S54,Er La S,C2/m,12,5,29.71,3.941,25.92,90,134.4,90
1538600,3662,Tm4 Sn4 Pd8,Pd Sn Tm,Fm-3m,225,0,6.668,6.668,6.668,90,90,90
9015434,3663,Mg0.5 Zr3.5 O7.488,Mg O Zr,Fm-3m,225,0,5.0858,5.0858,5.0858,90,90,90
1539007,3664,Mn1 Rh1,Mn Rh,Pm-3m,221,0,3.051,3.051,3.051,90,90,90
2310609,3665,Cu8 S4,Cu S,P4_32_12,96,1,3.9962,3.9962,11.287,90,90,90
1010232,3666,Rb8 Te4 Cl24,Cl Rb Te,Fm-3m,225,0,10.233,10.233,10.233,90,90,90
2107024,3667,Rb8 W4 O16,O Rb W,C2/m,12,5,12.841,6.285,7.854,90,115.82,90
2018865,3668,Tl4 Au4 Cl16,Au Cl Tl,C2/c,15,5,12.298,5.825,9.681,90,102.09,90
4313275,3669,Sr6 Ga2 N6,Ga N Sr,P6_3/m,176,4,7.584,7.584,5.41,90,90,120
9014359,3670,Ca9 Al6 O18,Al Ca O,Pm-3m,221,0,7.624,7.624,7.624,90,90,90
1524771,3671,Er1 Pb3,Er Pb,Pm-3m,221,0,4.797,4.797,4.797,90,90,90
1528249,3672,K36 Ni8 O28,K Ni O,P2_13,198,0,10.91,10.91,10.91,90,90,90
4332485,3673,Ce12.258 Mn2 I18.26,Ce I Mn,P-3,147,4,11.6954,11.6954,10.8591,90,90,120
1524495,3674,Eu3 Pd1,Eu Pd,Fm-3m,225,0,4.4293,4.4293,4.4293,90,90,90
1531882,3675,D7.632 Y6 C3,C D Y,P-31m,162,4,6.3124,6.3124,5.932,90,90,120
8104434,3676,Nb12 Cl60,Cl Nb,C2/m,12,5,18.338,17.861,5.89,90,90.696,90
1010412,3677,Mg8 Si4,Mg Si,Fm-3m,225,0,6.391,6.391,6.391,90,90,90
1540309,3678,Zr2 H4,H Zr,I4/mmm,139,1,3.52,3.52,4.45,90,90,90
1537261,3679,Gd3 Mg3 Pd3,Gd Mg Pd,P-62m,189,4,7.501,7.501,4.041,90,90,120
7222558,3680,Yb4 Te10 O26,O Te Yb,P-1,2,6,6.8804,8.6001,10.5205,88.745,86.713,74.876
2107185,3681,K8 Pd4 Cl24,Cl K Pd,Fm-3m,225,0,9.6374,9.6374,9.6374,90,90,90
4332945,3682,Lu1.21 Fe4 Si9.776,Fe Lu Si,P6_3/mmc,194,4,3.9225,3.9225,15.249,90,90,120
7015593,3683,Ba2 Al8 Se14,Al Ba Se,Pc,7,5,7.5563,6.4524,14.574,90,121.23,90
1527492,3684,Rb4 V4 O12,O Rb V,Pbcm,57,2,5.261,11.425,5.715,90,90,90
1530723,3685,Cs2 U1 Cl6,Cl Cs U,P-3m1,164,4,7.5037,7.5037,6.054,90,90,120
9009054,3686,P4 Ir8,Ir P,Fm-3m,225,0,5.535,5.535,5.535,90,90,90
2003436,3687,Ce8 Mo64 O112,Ce Mo O,Pbcn,60,2,9.1937,11.121,20.014,90,90,90
1523991,3688,In2 Cu2 Te4,Cu In Te,F-43m,216,0,6.191,6.191,6.191,90,90,90
1563768,3689,Mg8 Cu16,Cu Mg,Fd-3m,227,0,7.0598,7.0598,7.0598,90,90,90
1524219,3690,Nd1 Co2.5 Cu2.5,Co Cu Nd,P6/mmm,191,4,5.052,5.052,4.032,90,90,120
1520825,3691,Tl2 F2,F Tl,P4/nmm,129,1,3.78283,3.78283,6.12312,90,90,90
1524537,3692,Nd6 Co51,Co Nd,R-3m,166,4,8.398,8.398,12.218,90,90,120
9002733,3693,Ag8 Sb8 S16,Ag S Sb,C2/c,15,5,12.862,4.409,13.218,90,98.48,90
1538982,3694,Pr2 Ni4 Sb4,Ni Pr Sb,I4/mmm,139,1,4.367,4.367,9.904,90,90,90
1511236,3695,Mn4 B4,B Mn,Pnma,62,2,5.56,2.977,4.145,90,90,90
1534407,3696,Li4 Re4 O20,Li O Re,P2_1/c,14,5,5.6674,10.771,7.4738,90,102.422,90
9007069,3697,Ca4 F8,Ca F,Fm-3m,225,0,5.2786,5.2786,5.2786,90,90,90
1536818,3698,Nb2 O2 F6,F Nb O,I4/mmm,139,1,3.9675,3.9675,8.4033,90,90,90
1509629,3699,La3.6 Al21.1 Ag12.9,Ag Al La,P6_3/mmc,194,4,9.404,9.404,9.153,90,90,120
7202514,3700,Rb8 Os16 O48,O Os Rb,Fd-3m,227,0,10.10786,10.10786,10.10786,90,90,90
1528233,3701,Tb7.2 Y0.8 Fe16,Fe Tb Y,Fd-3m,227,0,7.3495,7.3495,7.3495,90,90,90
2310981,3702,Re20 Mo10,Mo Re,P4_2/mnm,136,1,9.5788,9.5788,4.9741,90,90,90
1524762,3703,La1 Dy1,Dy La,P6_3/mmc,194,4,3.6534,3.6534,5.8071,90,90,120
1527754,3704,Hf4 Sn4 Pd4,Hf Pd Sn,F-43m,216,0,6.299,6.299,6.299,90,90,90
9004700,3705,Cu56.32 Ag24 As28,Ag As Cu,Pm-3m,221,0,11.78079,11.78079,11.78079,90,90,90
1534305,3706,Na16 Fe8 O20,Fe Na O,P2_1/c,14,5,11.872,5.679,9.178,90,104.5,90
1537065,3707,La24 As8 I24,As I La,I4_132,214,0,12.533,12.533,12.533,90,90,90
9009123,3708,Pb8 Au4,Au Pb,I4/mcm,140,1,7.31,7.31,5.644,90,90,90
9008937,3709,Si4 Pd4,Pd Si,Pnma,62,2,6.133,5.599,3.381,90,90,90
1539501,3710,Mg4 Si4 P8,Mg P Si,I-42d,122,1,5.721,5.721,10.095,90,90,90
1009042,3711,Na2 La2 Se4,La Na Se,Fm-3m,225,0,6.105,6.105,6.105,90,90,90
2106527,3712,Y8 Hf4 S20,Hf S Y,Pnma,62,2,11.4585,7.7215,7.2207,90,90,90
9014765,3713,Zn12 Si6 O24,O Si Zn,R-3,148,3,8.628,8.628,8.628,107.87,107.87,107.87
1531112,3714,Eu1.66 Fe8 Sb24,Eu Fe Sb,Im-3,204,0,9.1631,9.1631,9.1631,90,90,90
1522530,3715,Ho1 Mg1,Ho Mg,Pm-3m,221,0,3.776,3.776,3.776,90,90,90
2108700,3716,La2 Te3.866,La Te,P4/nmm,129,1,4.5226,4.5226,9.147,90,90,90
1534092,3717,Ba4 Cu4 F16,Ba Cu F,Cmc2_1,36,2,4.476,13.972,5.551,90,90,90
9001719,3718,Zn8 S2 O28,O S Zn,P-3,147,4,8.33,8.33,10.54,90,90,120
1537884,3719,La4 Te4,La Te,Fm-3m,225,0,6.422,6.422,6.422,90,90,90
1541070,3720,Y8 W4 O24,O W Y,P2_12_12_1,19,2,5.221,9.029,9.915,90,90,90
2013738,3721,Zn8 P16 O48,O P Zn,Cc,9,5,7.6353,7.6077,16.335,90,92.19,90
1522333,3722,Tm1 Pb3,Pb Tm,Pm-3m,221,0,4.794,4.794,4.794,90,90,90
2108041,3723,Zr8 F32,F Zr,P4_2/m,84,1,7.896,7.896,7.724,90,90,90
2013106,3724,La20 Ti20 O68,La O Ti,P2_1/c,14,5,7.858,5.5281,31.449,90,97.166,90
9015813,3725,Ti2 Ni2,Ni Ti,P2_1/m,11,6,2.8758,4.12644,4.6325,90,90,96.964
1529624,3726,Ca8 Cr8 O48,Ca Cr O,Pbcm,57,2,5.595,15.715,11.382,90,90,90
2310675,3727,Ca8 Si4 O16,Ca O Si,Pnma,62,2,5.091,11.371,6.782,90,90,90
2310391,3728,Na12 Fe20 O36,Fe Na O,C2/c,15,5,13.39,12.075,5.294,90,89.17,90
7201823,3729,H40 Ru4 C40,C H Ru,Pnma,62,2,7.0121,8.8234,12.7646,90,90,90
1008514,3730,Cs1.1 Ti8 O16,Cs O Ti,I4/m,87,1,10.317,10.317,2.98,90,90,90
1522615,3731,Sr1 Mg1,Mg Sr,Pm-3m,221,0,3.908,3.908,3.908,90,90,90
1537006,3732,Rb2.016 In14 S18,In Rb S,Pmmn,59,2,25.02,3.905,8.919,90,90,90
1524235,3733,Ce0.8 Er1.2,Ce Er,P6_3/mmc,194,4,3.6197,3.6197,4.726,90,90,120
7200689,3734,Sr4 O4,O Sr,Fm-3m,225,0,5.16132,5.16132,5.16132,90,90,90
1541263,3735,Sr8 H24 Ru4,H Ru Sr,Fm-3m,225,0,7.6,7.6,7.6,90,90,90
1509625,3736,K6 Ag36 Se21.3332,Ag K Se,P6_3,173,4,18.955,18.955,4.406,90,90,120
1010401,3737,Cs8 Te4 Cl24,Cl Cs Te,Fm-3m,225,0,10.449,10.449,10.449,90,90,90
9009046,3738,Th4 O8,O Th,Fm-3m,225,0,5.5997,5.5997,5.5997,90,90,90
9000987,3739,Cu6 As4 O16,As Cu O,P2_1/c,14,5,5.079,11.611,5.394,90,111.72,90
1542204,3740,Ga4 Cu4 Te8,Cu Ga Te,I-42d,122,1,5.994,5.994,11.91,90,90,90
1535389,3741,Na6 Sc2 F12,F Na Sc,P2_1/c,14,5,5.6016,5.8031,8.121,90,90.72,90
4304447,3742,Ba4.32 Sr3.68 Bi12,Ba Bi Sr,Pnna,52,2,15.887,6.893,6.717,90,90,90
1540907,3743,Tm8 S12,S Tm,P2_1/m,11,5,11.162,3.9024,10.897,90,108.87,90
2017952,3744,Mg8 P8 O28,Mg O P,P2_1/c,14,5,6.9443,8.2861,9.0438,90,113.816,90
1010284,3745,Na1 H1 F2,F H Na,R-3m,166,3,5.05,5.05,5.05,40.03,40.03,40.03
1525003,3746,Cr3 Si2 Mo3,Cr Mo Si,Pm-3n,223,0,4.777,4.777,4.777,90,90,90
1510424,3747,Lu4 In4 Au8,Au In Lu,Fm-3m,225,0,6.822,6.822,6.822,90,90,90
1537147,3748,Ho16 Cd8.0 S32,Cd Ho S,Fd-3m,227,0,11.24,11.24,11.24,90,90,90
2106384,3749,Mn6 S6 O18,Mn O S,R-3,148,3,7.912,7.912,7.912,109.241,109.241,109.241
3000024,3750,Al2 Zn3 O6,Al O Zn,Pm,6,6,7.651867,5.447268,3.241884,90,90,109.7091
1565524,3751,Fe2.66664 W1.33336 O8,Fe O W,Pbcn,60,2,4.58111,5.59297,4.96249,90,90,90
1521662,3752,Cs8 Cd12 Te16,Cd Cs Te,Ibam,72,2,6.667,13.01,15.39,90,90,90
7013530,3753,Zn2 H44 C36,C H Zn,P2_1/c,14,5,4.9926,10.1948,15.1331,90,96.618,90
8104451,3754,Ca2 Al4 Ga4,Al Ca Ga,I4/mmm,139,1,4.278,4.278,11.015,90,90,90
4002978,3755,Li4 Ga8 Rh4,Ga Li Rh,Fm-3m,225,0,5.9997,5.9997,5.9997,90,90,90
4311783,3756,Sr16 Sn8 Se36,Se Sn Sr,Pbam,55,2,11.973,16.12,8.594,90,90,90
1532906,3757,Fe3 P3 O12,Fe O P,P3_121,152,4,5.039,5.039,11.412,90,90,120
9007712,3758,Ni6 C6 O18,C Ni O,R-3c,167,4,4.6117,4.6117,14.735,90,90,120
1531562,3759,Ba2 Ga4 O7.998,Ba Ga O,P6_322,182,4,5.3925,5.3925,8.9739,90,90,120
1538648,3760,Hf4 Si4,Hf Si,Pnma,62,2,6.889,3.772,5.223,90,90,90
9013891,3761,Ba2 Cl2 F2,Ba Cl F,P4/nmm,129,1,4.3939,4.3939,7.2248,90,90,90
1533017,3762,Ti2 Ni1 Pd1,Ni Pd Ti,Pmma,51,2,2.811,4.421,4.694,90,90,90
1526720,3763,La12 Ti9 O36,La O Ti,R-3,148,4,5.561,5.561,26.24,90,90,120
9008559,3764,Zr2,Zr,Im-3m,229,0,3.62,3.62,3.62,90,90,90
1528047,3765,K4 Bi4 O8,Bi K O,C2/c,15,5,7.826,7.898,5.972,90,124.9,90
4064866,3766,Ni1 H46 C28,C H Ni,P-1,2,6,8.753,9.081,9.26,79.75,80.04,61.76
1000104,3767,Ba24 Al8 F72,Al Ba F,Pnc2,30,2,7.5318,14.8674,14.5732,90,90,90
1523516,3768,Ti1 Re1,Re Ti,Pm-3m,221,0,3.118,3.118,3.118,90,90,90
1531175,3769,Mg5 H8 O9,H Mg O,P-3m1,164,4,3.143,3.143,22.772,90,90,120
1540050,3770,Y10.668 S16,S Y,I-43d,220,0,8.34,8.34,8.34,90,90,90
1531070,3771,Rb8 Co4 Cl16,Cl Co Rb,Pnma,62,2,9.272,7.283,12.723,90,90,90
4031367,3772,U4 Cl8 O68,Cl O U,Pca2_1,29,2,9.302,14.692,10.842,90,90,90
7222542,3773,Nd8 Te16 O44,Nd O Te,C2/c,15,5,12.652,5.2137,16.2864,90,106.023,90
1008002,3774,U1 Cr2 O6,Cr O U,P-31m,162,4,4.99,4.99,4.622,90,90,120
1526544,3775,Li16 Ge4 S16,Ge Li S,Pnma,62,2,14.0658,7.75102,6.14973,90,90,90
1537355,3776,Ce4 Se4,Ce Se,Fm-3m,225,0,5.97,5.97,5.97,90,90,90
2310099,3777,Ta4 B4,B Ta,Cmcm,63,2,3.276,8.669,3.157,90,90,90
1522411,3778,U1 Ga2,Ga U,P6/mmm,191,4,4.21,4.21,4.01,90,90,120
7227769,3779,Tb4 S2 O20,O S Tb,C2/m,12,5,16.59872,3.70483,6.23157,90,90.0909,90
1529746,3780,Cu3.9996 S2,Cu S,P6_3/mmc,194,4,3.959,3.959,6.784,90,90,120
4320651,3781,Gd1.3 U2.7 Sb8,Gd Sb U,Pnma,62,2,7.546,4.196,10.257,90,90,90
1542132,3782,Sr4 Si8,Si Sr,P4_132,213,0,6.535,6.535,6.535,90,90,90
1524412,3783,Er8 Pt4,Er Pt,Pnma,62,2,7.037,4.705,8.668,90,90,90
9008330,3784,Cr4 As2,As Cr,P4/nmm,129,1,3.5923,3.5923,6.3437,90,90,90
9001271,3785,Mg0.288 Mn2 O5.7,Mg Mn O,C2/m,12,5,5.05,2.846,7.054,90,96.63,90
8103721,3786,Fe2 P2 O7,Fe O P,P1,1,6,5.517,5.255,4.488,98.73,98.33,103.81
9011173,3787,Ca2 Cl2 F2,Ca Cl F,P4/nmm,129,1,3.894,3.894,6.818,90,90,90
1539927,3788,Cs6 Fe4 F18,Cs F Fe,P-62c,190,4,6.345,6.345,14.82,90,90,120
1532205,3789,Sm6 Sb8 Pt14,Pt Sb Sm,C2/m,12,5,16.395,4.271,10.318,90,128.76,90
2216822,3790,Lu2 I2 O2,I Lu O,P4/nmm,129,1,3.8585,3.8585,9.189,90,90,90
7014534,3791,Ba1 Th1.0002 F6.0008,Ba F Th,P6_3/mmc,194,4,4.29,4.29,7.56,90,90,120
1534901,3792,Zr4,Zr,Fm-3m,225,0,4.51,4.51,4.51,90,90,90
7114523,3793,Sn4 H100 C136,C H Sn,P2_1/c,14,5,10.879,9.735,26.292,90,109.642,90
8104261,3794,Ni8 C16 N24,C N Ni,I4_1/amd,141,1,7.222,7.222,17.42,90,90,90
4341867,3795,Y6 Al2 C6,Al C Y,Pmma,51,2,7.0256,3.5647,9.9585,90,90,90
1519682,3796,Ni4 B68 C60,B C Ni,Pnma,62,2,9.825,13.257,18.114,90,90,90
1538409,3797,As8 Pb4 S16,As Pb S,Pnma,62,2,19.62,7.89,4.19,90,90,90
1510814,3798,Ti4 Re2 B4,B Re Ti,P4/mbm,127,1,5.898,5.898,3.189,90,90,90
7043829,3799,Th4 Cu4 P8,Cu P Th,Immm,71,2,4.0259,5.5982,13.863,90,90,90
4309643,3800,Sm12 Ru4 O28,O Ru Sm,Cmcm,63,2,10.7492,7.3125,7.4387,90,90,90
1544550,3801,Fe4 As4 O16,As Fe O,P2_1/c,14,5,7.5636,8.0795,5.0117,90,104.47,90
1532548,3802,Al4 P4 O16,Al O P,C222_1,20,2,7.0843,7.0823,6.9989,90,90,90
1539881,3803,D21.12 Sr8 Rh4,D Rh Sr,Fm-3m,225,0,7.562,7.562,7.562,90,90,90
1533804,3804,Ba5.936 Ti40 O80,Ba O Ti,C2/m,12,5,9.9942,14.7851,10.2655,90,90.88,90
1531514,3805,Sm4 As4 S4,As S Sm,Pnma,62,2,17.1134,3.8544,3.9063,90,90,90
2106809,3806,Cs4 Be4 F12,Be Cs F,Pnma,62,2,4.828,6.004,12.794,90,90,90
1523200,3807,Gd1.78 Th0.22,Gd Th,P6_3/mmc,194,4,3.628,3.628,5.775,90,90,120
1510120,3808,Dy2 Ge2 Au2,Au Dy Ge,P6_3mc,186,4,4.411,4.411,7.287,90,90,120
1542202,3809,Al4 Cu4 Se8,Al Cu Se,I-42d,122,1,5.617,5.617,10.922,90,90,90
4031690,3810,Ce12 As4 S12,As Ce S,I-43d,220,0,8.74,8.74,8.74,90,90,90
9011105,3811,Er4 Si4 O14,Er O Si,P2_1/c,14,6,4.683,5.556,10.79,90,90,96
9009992,3812,Ag18 As6 S18,Ag As S,R3c,161,4,10.768,10.768,8.72,90,90,120
4339090,3813,Rb1 In6 Au4,Au In Rb,P-6m2,187,4,8.0788,8.0788,4.4857,90,90,120
1523315,3814,In0.8 Ga3.2 Sb4,Ga In Sb,F-43m,216,0,6.161,6.161,6.161,90,90,90
8104394,3815,K32 Ga32 Sb64,Ga K Sb,Cmce,64,2,7.65,18.048,29.635,90,90,90
2310023,3816,Ca4 Ag4,Ag Ca,Cmcm,63,2,4.08,11.48,4.65,90,90,90
4308151,3817,Ba4 In8 Au8,Au Ba In,Pnma,62,2,8.755,4.712,12.368,90,90,90
4102849,3818,Fe4 H56 C64,C Fe H,P-1,2,6,10.096,11.064,11.9103,89.107,78.26,75.326
1527296,3819,K12 Si4 Te12,K Si Te,C2/m,12,5,9.652,13.621,8.902,90,117.34,90
1541546,3820,K8 Tb24 F80,F K Tb,Fm-3m,225,0,11.611,11.611,11.611,90,90,90
2106254,3821,Sn2 N2 F6,F N Sn,R-3,148,3,6.612,6.612,6.612,62.27,62.27,62.27
2241363,3822,Ca32 As24,As Ca,Pbam,55,2,11.5137,12.0584,10.3426,90,90,90
1524015,3823,Gd1 Cu5,Cu Gd,P6/mmm,191,4,5.01,5.01,4.12,90,90,120
1535969,3824,Sr12 Si4 O4,O Si Sr,Pnma,62,2,7.1249,7.1165,10.0739,90,90,90
1541259,3825,Mn4 Se8 O36,Mn O Se,P2_1/c,14,5,8.954,5.254,15.941,90,101,90
1557461,3826,Ti4 S4 O24,O S Ti,Pnma,62,2,9.828,5.134,8.613,90,90,90
1008862,3827,Mn4 Co4 P4,Co Mn P,Pnma,62,2,5.96,3.49,6.717,90,90,90
1521203,3828,Lu4 Mn4 Si4,Lu Mn Si,Pnma,62,2,6.82,3.962,7.839,90,90,90
1509918,3829,Cs4 Ag20 Se12,Ag Cs Se,P4_2/mnm,136,1,14.083,14.083,4.41,90,90,90
1537839,3830,Yb32 O48,O Yb,Ia-3,206,0,10.429,10.429,10.429,90,90,90
9016386,3831,K6 Fe10 F30,F Fe K,Pba2,32,2,12.75,12.637,3.986,90,90,90
1530992,3832,Sr4 Cu2 O6,Cu O Sr,Immm,71,2,12.7163,3.9159,3.5032,90,90,90
1010205,3833,Ba1 Si1 F6,Ba F Si,R-3m,166,3,4.75,4.75,4.75,97.97,97.97,97.97
1536211,3834,Nb10 As8 Pd8,As Nb Pd,I4/m,87,1,10.4457,10.4457,3.7868,90,90,90
1522491,3835,Fe1.92 Ni0.06 Sb0.02,Fe Ni Sb,Im-3m,229,0,2.8689,2.8689,2.8689,90,90,90
4001518,3836,Zn209.28 Pd66.72,Pd Zn,Cmce,64,2,12.929,9.112,33.32,90,90,90
1533574,3837,K16 V8 O48,K O V,P2_1/c,14,5,6.7097,9.9574,15.825,90,93.69,90
1528725,3838,Zr1.5 Sc2 N4,N Sc Zr,Fm-3m,225,0,10.0784,10.0784,10.0784,90,90,90
1523805,3839,Tl4 F12,F Tl,Pnma,62,2,5.825,7.024,4.851,90,90,90
1510188,3840,Zr0.5 In0.5 Au1,Au In Zr,Pm-3m,221,0,3.365,3.365,3.365,90,90,90
1522967,3841,Fe0.616 Ni2.184 Rh1.2,Fe Ni Rh,Fm-3m,225,0,3.64,3.64,3.64,90,90,90
4118541,3842,Mn4 Bi8 Se16,Bi Mn Se,C2/m,12,5,13.384,4.0925,15.224,90,115.54,90
2010004,3843,Cd4 Se8 O20,Cd O Se,C2/c,15,5,8.024,11.319,6.02,90,119.38,90
1522882,3844,Gd0.9 Y0.1 Tl1,Gd Tl Y,Pm-3m,221,0,3.778,3.778,3.778,90,90,90
1524302,3845,Ga2 Cu1,Cu Ga,P4/mmm,123,1,2.83,2.83,5.839,90,90,90
9001175,3846,Ba1.32 Mn10 O22.36,Ba Mn O,C2/m,12,5,13.929,2.8459,9.678,90,92.39,90
1533825,3847,Li3 Co3 O6,Co Li O,R-3m,166,4,2.814,2.814,14.048,90,90,120
4004039,3848,Cr8 Bi8 O24,Bi Cr O,C2/c,15,5,9.4658,5.481,9.5879,90,108.564,90
1526338,3849,Ti8 Al2 N6,Al N Ti,P6_3/mmc,194,4,2.991,2.991,23.396,90,90,120
4313276,3850,Sr12 Ga2 N10,Ga N Sr,P6_3/mcm,193,4,6.6667,6.6667,12.9999,90,90,120
2105800,3851,K3 Eu3 S6,Eu K S,R-3m,166,4,4.0981,4.0981,21.8212,90,90,120
1008081,3852,Na21 Zr18 F93,F Na Zr,R-3,148,4,13.807,13.807,9.429,90,90,120
1523654,3853,Pr1 Pd3,Pd Pr,Pm-3m,221,0,4.1383,4.1383,4.1383,90,90,90
4124778,3854,Ce4 O4 F4,Ce F O,Fm-3m,225,0,5.703,5.703,5.703,90,90,90
4110253,3855,Rb6 P6 Se18,P Rb Se,P3_121,152,4,7.2982,7.2982,19.0019,90,90,120
4335614,3856,Sr2 Li1.9 As1.964,As Li Sr,P6_3/mmc,194,4,4.49277,4.49277,8.097,90,90,120
1540266,3857,Sb8 Rh4,Rh Sb,P2_1/c,14,5,6.6156,6.5596,6.6858,90,116.821,90
2008913,3858,Sr4 P8 O24,O P Sr,P2_1/c,14,5,4.498,10.911,10.375,90,91.56,90
1538249,3859,Tm8.004 Mg3.996 S16,Mg S Tm,I-43d,220,0,8.218,8.218,8.218,90,90,90
9014790,3860,Na20 Si4 As12,As Na Si,P2_1/c,14,5,13.466,7.529,8.177,90,90.5,90
1001135,3861,Cd32 P16 I24,Cd I P,Pbca,61,2,12.89,12.725,12.654,90,90,90
1532774,3862,Sm4 F12,F Sm,Pnma,62,2,6.676,7.062,4.411,90,90,90
9008321,3863,Na2 Mg2 As2,As Mg Na,P4/nmm,129,1,4.422,4.422,7.138,90,90,90
1509560,3864,Th8 Ag4,Ag Th,I4/mcm,140,1,7.591,7.591,5.844,90,90,90
1534811,3865,Ni20 P12 O78.348,Ni O P,P6_3/m,176,4,18.209,18.209,6.3898,90,90,120
